uid,offence,date,jail,mode,conditions,fine,appeal
2024abcj138_230270464P1_3,cc_163.1(3),2021-02-21,2y,jail-consecutive,10y-ltso,,
2024abcj138_230270464P1_4,cc_172.1,2021-02-21,2y&5m&2d,jail-consecutive,10y-ltso,,
2024abcj137_210825824P1_1,cc_271#a,2019-12-01&2019-12-31,18m,jail-consecutive,2y-probation,,
2024abcj134_221066145P1_1,cc_151,2023-10-01&2023-10-31,6m,cso-consecutive,18m-probation,,
2024abcj131_220707111P1_1,cc_271#a,2022-04-26,,,18m-probation,,
2024abcj118_220358600P1_1,cc_138,2012-08-29,,,0d-discharge,,
2024abcj119_221149941P1_1,cc_151,2021-06-21&2022-02-28,4y&6m&3d,jail-consecutive,,,
2024abcj110_210859310P1_1,cc_344(1)(b),2021-05-22,indeterminate,jail-consecutive,,,
2024abcj110_210859310P1_2,cc_88,2021-05-22,5y,jail-concurrent,,,
2024abcj105_200984375P1_1,cc_267(b),2020-03-01&2020-07-14,90d,jail-intermittent,30m-probation,,
2024abcj98_211088216P1_1,cc_271#a,2021-08-18,,,3y-discharge,,
2024abcj96_221220932P1_1,cc_266,2022-09-15&2022-09-30,,,3y-probation,,
2024abcj79_220549703P1_1,cc_445.1,2022-05-15,6m,cso-consecutive,12m-probation,,
2024abcj79_220958037P1_1,cc_266,2022-09-20,,,,1000,
2024abcj79_220958037P1_2,cc_127,2022-09-20,,,,200,
2024abcj78_211043088P1_1,cc_145(5),2021-10-24,3y&6m&3d,jail-global,,,
2024abcj78_211043088P1_2,cc_145(5),2021-10-24,3y&6m&3d,jail-global,,,
2024abcj78_211043088P1_3,cc_145(5),2021-10-24,3y&6m&3d,jail-global,,,
2024abcj78_211043088P1_4,cc_145(5),2021-10-24,3y&6m&3d,jail-global,,,
2024abcj78_211043088P1_5,cc_145(5),2021-10-24,3y&6m&3d,jail-global,,,
2024abcj78_211043088P1_6,cc_145(5),2021-10-24,3y&6m&3d,jail-global,,,
2024abcj78_211043088P1_7,cc_145(5),2021-10-24,3y&6m&3d,jail-global,,,
2024abcj78_211043088P1_8,cc_145(5),2021-10-24,3y&6m&3d,jail-global,,,
2024abcj78_211043088P1_9,cc_145(5),2021-10-24,3y&6m&3d,jail-global,,,
2024abcj78_211043088P1_10,cc_351(1),2021-10-24,3y&6m&3d,jail-global,,,
2024abcj78_211043088P1_11,cc_348(1)(d),2021-10-24,3y&6m&3d,jail-global,,,
2024abcj78_211043088P1_12,cc_346(1.1)(b),2021-10-24,3y&6m&3d,jail-global,,,
2024abcj78_211043088P1_13,cc_423,2021-10-24,3y&6m&3d,jail-global,,,
2024abcj74_220227987P1_1,cc_117.01,2024-03-22,1y,jail-consecutive,,,
2024abcj74_220227987P1_2,cc_86(1),2024-03-22,1y,jail-concurrent,,,
2024abcj74_220227987P1_3,cc_88,2024-03-22,6m,jail-concurrent,,,
2024abcj74_220227987P1_4,cc_90,2024-03-22,6m,jail-concurrent,,,
2024abcj74_220227987P1_5,cc_91(1),2024-03-22,1y,jail-consecutive,,,
2024abcj74_220227987P1_6,cc_94,2024-03-22,1y,jail-consecutive,,,
2024abcj74_220227987P1_7,cc_145(5),2024-03-22,6m,jail-concurrent,,,
2024abcj74_220227987P1_8,cc_145(5),2024-03-22,6m,jail-concurrent,,,
2024abcj74_220227987P1_9,cc_145(5),2024-03-22,6m,jail-concurrent,,,
2024abcj74_220227987P1_10,cc_95,2024-03-22,5y,jail-consecutive,,,
2024abcj74_220227987P1_11,cdsa_4(1)#1#1,2024-03-22,20d,jail-concurrent,,,
2024abcj74_220227987P1_12,cdsa_4(1)#1#1,2024-03-22,30d,jail-concurrent,,,
2024abcj74_220227987P1_13,cdsa_4(1)#1#1,2024-03-22,40d,jail-concurrent,,,
2024abcj65_220809743P1_1,cc_267(b),2022-04-30,,,24m-discharge,,
2024abcj65_220809743P1_2,cc_266,2022-04-30,,,24m-discharge,,
2024abcj44_220905509P1_1,cdsa_5(1),2024-03-04,6y,jail-consecutive,,,
2024abcj44_220905509P1_2,cdsa_5(1),2024-03-04,6y,jail-concurrent,,,
2024abcj44_220905509P1_3,cdsa_5(1),2024-03-04,3y,jail-concurrent,,,
2024abcj44_220905509P1_4,cc_355(b),2024-03-04,30d,jail-concurrent,,,
2024abcj44_220905509P1_5,cc_355(b),2024-03-04,30d,jail-concurrent,,,
2024abcj44_220905509P1_6,cc_145(5),2024-03-04,5d,jail-concurrent,,,
2024abcj44_220905509P1_7,cc_145(5),2024-03-04,5d,jail-concurrent,,,
2024abcj54_220758148P1_1,cc_151,2021-10-19&2022-08-04,729d,jail-consecutive,3y-probation,,
2024abcj53_220552673P1_1,cc_151,2014-01-01&2019-12-31,6y,jail-consecutive,,,
2024abcj52_210766994P1_1,cc_162(1),2017-10-18&2021-06-05,18m,jail-consecutive,2y-probation,,
2024abcj52_210766994P1_2,cc_162(1),2017-10-18&2021-06-05,18m,jail-concurrent,2y-probation,,
2024abcj50_210128518P1_1,cc_271#a,2024-02-23,729d,cso-consecutive,,,
2024abcj45_220274732P1_1,cc_215,2022-01-04&2022-02-27,24m,cso-consecutive,12m-probation,,
2024abcj45_220274732P1_2,cc_264.1(1)(a),2022-02-28,24m,cso-consecutive,12m-probation,,
2024abcj36_221063126P1_1,cc_268,2022-05-23&2022-05-24,5y,jail-consecutive,,,
2024abcj36_221063126P1_2,cc_333.1(1)#1,2022-05-23&2022-05-24,3y,jail-concurrent,,,
2024abcj22_210961447P1_1,cc_271#a,2024-02-01,3y&6m&3d,jail-consecutive,,,
2024abcj17_220919294P1_1,cc_433,2022-05-18,7y,jail-consecutive,,,
2024abcj17_220919294P1_2,cc_433,2022-06-04,7y,jail-concurrent,,,
2024abcj17_220919294P1_3,cc_342(1),2022-06-03,3m,jail-concurrent,,,
2024abcj17_190553412P1_1,cc_355(a),2019-05-03,30d,jail-consecutive,,,
2024abcj17_190634329P1_1,cc_355(b),2019-05-08,30d,jail-consecutive,,,
2024abcj17_190771097P1_1,cc_145(5),2024-01-19,15d,jail-concurrent,,,
2024abcj30_221005853P1_1,cc_267(b),2021-10-22&2022-07-03,6m,jail-consecutive,18m-probation,,
2024abcj13_220117543P1_1,cc_163.1(4),2021-09-14&2021-12-18,1y,jail-consecutive,2y-probation,,
2024abcj13_220117543P1_1,cc_163.1(3),2021-09-14&2021-12-18,1y,jail-consecutive,2y-probation,,
2024abcj12_220305965Y1_1,cc_163.1(2)_ycja,2024-01-11,,,14m-discharge,,
2024abcj7_221066798P1_1,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_2,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_3,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_4,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_5,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_6,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_7,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_8,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_9,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_10,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_11,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_12,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_13,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_14,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_15,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_16,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_17,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_18,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_19,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_20,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_21,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_22,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_23,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_24,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_25,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_26,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj7_221066798P1_27,cc_271#b,1984-01-01&2013-12-31,3y,jail-global,,,
2024abcj6_221138688P1_1,cc_101,2021-10-06&2021-12-10,18m,jail-consecutive,2y-probation,,
2024abcj2_211219142P1_1,cc_271#a,2024-01-04,,,3y-discharge,,
2024abcj1_221121270P1_1,cc_266,2022-08-26,,,24m-discharge,,
2024abcj1_221121270P1_2,cc_266,2022-08-26,,,24m-discharge,,
2024nwttc2_T-1-CR-2022-000215_1,cc_163.1(4),2024-04-04,20m,jail-consecutive,,,
2024nwttc4_T-1-CR-2022-002131_1,cc_320.13(2)#1,2023-12-12,18m,jail-consecutive,2y-probation,,
2024nbpc4_11967705_1,cc_320.14(2)#1,2023-04-16,550d,jail-consecutive,18m-probation,,
2024nbpc4_11967705_2,cc_320.16(2)#1,2023-04-16,180d,jail-concurrent,18m-probation,,
2024nbpc4_12110005_1,cc_145(5),2023-08-19,20d,jail-consecutive,18m-probation,,
2024nbpc4_12110105_1,cc_145(5),2023-09-22,20d,jail-consecutive,18m-probation,,
2024nbpc4_12110105_2,cc_320.18,2023-09-22,20d,jail-consecutive,18m-probation,,
2024nbpc4_12110105_3,nbmva_345,2023-09-22,10d,jail-concurrent,18m-probation,,
2024nbpc4_12110205_1,cc_145(5),2023-10-05,20d,jail-concurrent,18m-probation,,
2024nbpc4_12110205_2,nbmva_345,2023-10-05,10d,jail-concurrent,18m-probation,,
2024nbpc4_12109605_1,cc_145(5),2023-10-06,20d,jail-concurrent,18m-probation,,
2024nbpc4_12109605_2,nbmva_345,2023-10-06,10d,jail-concurrent,18m-probation,,
2024nbpc3_12035305_1,cc_163.1(4),2022-02-25,2y,jail-consecutive,,,
2024nbpc5_11936405_1,cc_271#a,2023-01-13,90d,cso-consecutive,12m-probation,,
2024nbpc8_1,cc_272(2)(a)#1,2023-06-02,12y,jail-consecutive,,,
2024nbpc8_2,cc_272(2)(a)#1,2023-06-02,12y,jail-concurrent,,,
2024nbpc8_3,cc_272(2)(a)#1,2023-06-02,12y,jail-concurrent,,,
2024nbpc8_4,cc_245(1)(a),2023-06-02,2y,jail-concurrent,,,
2024nbpc8_5,cc_246(b),2023-06-02,10y,jail-concurrent,,,
2024nbpc8_6,cc_162(1),2023-06-02,3y,jail-concurrent,,,
2024nbpc8_7,cc_266,2023-06-02,3y,jail-concurrent,,,
2024nbpc8_8,cc_271#a,2023-06-02,8y,jail-concurrent,,,
2024nbpc8_9,cc_162.1,2023-06-02,3y,jail-concurrent,,,
2024nbpc8_10,cc_162.1,2023-09-01&2023-09-30,6m,jail-concurrent,,,
2024nbpc8_11,cc_271#a,2023-09-01&2023-09-30,2y,jail-consecutive,,,
2024nbpc8_12,cc_162(1),2006-01-01&2010-12-31,1y,jail-concurrent,,,
2024nbpc8_13,cc_163.1(4),2023-06-29,2y,jail-consecutive,,,
2024nucj32_08-22-67_1,cc_271#b,2024-11-12,3y&6m&3d,jail-consecutive,,,
2024nucj32_08-22-67_2,cc_271#b,2024-11-12,3y,jail-consecutive,,,
2024nucj32_08-22-67_3,cc_271#b,2024-11-12,2y,jail-consecutive,,,
2024nucj32_08-22-67_4,cc_271#b,2024-11-12,3y&6m&2d,jail-consecutive,,,
2024nucj25_15-22-72_1,cc_271#a,2022-10-08,540d,jail-consecutive,,,
2024nucj25_15-22-72_2,cc_264,2022-10-08,365d,jail-consecutive,,,
2024nucj19_08-24-50-1_1,cc_380(1)(a),2016-02-23&2023-03-31,36m,jail-consecutive,,,
2024nucj20_08-21-535-1_1,cc_271#a,2008-01-01&2008-12-31,1195d,jail-consecutive,,,
2024nucj20_08-21-535-1_2,cc_271#a,2021-01-01&2021-12-31,1195d,jail-consecutive,,,
2024nucj20_08-21-535-1_3,cc_271#a,2021-01-01&2021-12-31,895d,jail-consecutive,,,
2024canlii43188_08-20-463_1,cc_348(1)(d),2020-09-09,7y,jail-consecutive,,,
2024nucj10_15-23-99_1,cc_271#a,2023-09-06,720d,jail-consecutive,12m-probation,,
2024nucj7_08-20-80_1,cc_239(1)(b),2020-02-09,10y,jail-consecutive,,,
2024nucj7_08-20-80_1,cc_279(2),2020-02-09,2y,jail-consecutive,,,
2024nucj5_10-19-36_1,cc_268,2019-01-19,3156d,jail-global,5y-ltso,,
2024nucj5_10-19-40_1,cc_267(a),2018-12-16,3156d,jail-global,5y-ltso,,
2024nucj5_10-19-40_2,cc_267(b),2018-12-16,3156d,jail-global,5y-ltso,,
2024nucj5_10-19-40_3,cc_733.1,2018-12-16,3156d,jail-global,5y-ltso,,
2024nucj5_10-19-41_1,cc_271#b,2019-03-08,3156d,jail-global,5y-ltso,,
2024nucj5_10-19-41_2,cc_270.1,2019-03-08,3156d,jail-global,5y-ltso,,
2024nucj5_10-19-41_3,cc_349,2019-03-08,3156d,jail-global,5y-ltso,,
2024nucj5_08-19-559_1,cc_270(1),2019-08-06,3156d,jail-global,5y-ltso,,
2024oncj654_Halton-998-23-12103241_1,cc_333.1(1)#1,2023-09-16,18m,cso-consecutive,,,
2024oncj649_24-47101355_1,cdsa_5(2),2024-02-15,,,2y-discharge,,
2024oncj649_47101355_2,cc_355(b),2024-02-15,,,2y-discharge,,
2024oncj648_4810-998-21-35004550_1,cc_271#a,2021-12-25,2372d,jail-consecutive,,,
2024oncj648_4810-998-21-35004550_1,cc_349,2021-12-25,2y,jail-concurrent,,,
2024oncj648_4810-998-21-35004550_1,cc_279(2),2021-12-25,18m,jail-concurrent,,,
2024oncj647_21-28100763_1,cc_320.14(1)#s,2021-04-21,66m,jail-consecutive,,,
2024oncj647_21-28100763_2,320.18,2021-04-21,48m,jail-concurrent,,,
2024oncj647_22-28104304_1,cc_320.18,2021-08-21,54m,jail-consecutive,,,
2024oncj647_22-28104304_2,cc_145(5),2021-08-21,12m,jail-concurrent,,,
2024oncj647_22-28101227_1,cc_145(5),2022-01-29,12m,jail-concurrent,,,
2024oncj647_22-28101227_2,cc_320.18,2022-01-29,48m,jail-concurrent,,,
2024oncj647_22-28101227_3,cc_320.14(1)#s,2022-01-29,60m,jail-concurrent,,,
2024oncj647_23-28100064_1,cc_145(5),2023-03-05,12m,jail-concurrent,,,
2024oncj647_23-28100064_2,cc_320.18,2023-03-05,36m,jail-concurrent,,,
2024oncj647_23-28108447_1,cc_145(5),2023-11-18,12m,jail-concurrent,,,
2024oncj647_23-28108447_2,cc_320.18,2023-11-18,48m,jail-concurrent,,,
2024oncj608_24-91100429_1,cc_344(1)(b),2023-07-07,5y,jail-concurrent,,,
2024oncj608_23-91105820_1,cc_344(1)(b),2024-01-11,5y,jail-consecutive,,,
2024oncj600_22-31101494_1,cc_151,2022-06-01,15m,jail-consecutive,,,
2024oncj600_22-31101494_2,cc_152,2022-06-01,15m,jail-concurrent,,,
2024oncj587_23-48101990_1,cc_344(1)(b),2023-02-13,2y6m3d,jail-concurrent,,,
2024oncj587_23-48101991_1,cc_267(a),2023-03-31,18m,jail-concurrent,,,
2024oncj587_23-48101991_2,cc_344(1)(b),2023-03-31,12m,jail-concurrent,,,
2024oncj587_23-48101991_3,cc_733.1,2023-03-31,2m,jail-concurrent,,,
2024oncj587_23-48103944_1,cc_344(1)(b),2023-04-28,4y,jail-concurrent,,,
2024oncj587_23-48107883_1,cc_463(a),2023-04-29,2y,jail-concurrent,,,
2024oncj587_23-48107883_2,cc_268,2023-04-29,1821d,jail-consecutive,,,
2024oncj587_23-48107883_3,cc_348(1)(d),2023-04-29,5y,jail-concurrent,,,
2024oncj587_23-48103940_1,cc_334(b),2023-04-29,2m,jail-concurrent,,,
2024oncj587_23-48113432_1,cc_271#a,2023-08-03,18m,jail-concurrent,,,
2024oncj584_998-22-S2003_1,cdsa_5(2),2020-04-25,729d,cso-consecutive,,,
2024oncj584_998-22-S2003_2,cc_355(b),2020-04-25,729d,cso-concurrent,,,
2024oncj590_21-10840_1,cc_163.1(4),2021-06-17,6m,cso-consecutive,18m-probation,,
2024oncj572_23-48120329_1,cc_151,2022-04-20,7y&6m&3d,jail-consecutive,,,
2024oncj572_23-48120329_2,cc_151,2022-04-20,4y&6m&3d,jail-concurrent,,,
2024oncj572_23-48120329_3,cc_151,2022-04-20,3y,jail-concurrent,,,
2024oncj572_23-48120329_4,cc_152,2022-04-20,2y,jail-concurrent,,,
2024oncj572_23-48120329_5,cc_145(5),2022-04-21,20d,jail-concurrent,,,
2024oncj549_22-37200089-01_1,cdsa_5(2)#1,2022-07-29,729d,cso-consecutive,3y-probation,,
2024oncj549_22-37200089-01_2,cdsa_5(2)#1,2022-07-29,729d,cso-concurrent,3y-probation,,
2024oncj539_3811-998-23-38100237_1,cc_215,2021-12-01&2022-11-30,729d,cso-consecutive,,,
2024oncj539_3811-998-23-38100237_2,cc_267(a),2021-12-01&2022-11-30,729d,cso-concurrent,,,
2024oncj538_21-4603_1,cc_163.1(4),2021-05-04,3y&6m&3d,jail-consecutive,,,
2024oncj538_22-10005097_1,cc_162(1),2022-08-27,6m,jail-consecutive,,,
2024mbpc97_None_1,cdsa_5(2)#1,2022-07-18,6y,jail-consecutive,,,
2024mbpc97_None_2,cdsa_5(2)#1,2022-07-18,6y,jail-concurrent,,,
2024mbpc97_None_3,cc_95,2022-07-18,4y,jail-consecutive,,,
2024mbpc96_None_1_1,cdsa_5(2)#1,2022-06-23,11y,jail-consecutive,,,
2024mbpc96_None_1_2,cdsa_5(2)#1,2022-06-23,11y,jail-consecutive,,,
2024mbpc96_None_2_1,cdsa_5(2)#1,2022-06-23,8y,jail-concurrent,,,
2024mbpc96_None_2_2,cdsa_5(2)#1,2022-06-23,8y,jail-concurrent,,,
2024mbpc96_None_3_1,cdsa_5(2)#1,2022-06-23,8y,jail-concurrent,,,
2024mbpc96_None_3_2,cdsa_5(2)#1,2022-06-23,8y,jail-concurrent,,,
2024mbpc96_None_4_1,cdsa_5(2)#1,2022-06-23,8y,jail-concurrent,,,
2024mbpc96_None_4_2,cdsa_5(2)#1,2022-06-23,8y,jail-concurrent,,,
2024mbpc96_None_5_1,cdsa_5(2)#1,2022-06-23,2y,jail-concurrent,,,
2024mbpc96_None_5_2,cdsa_5(2)#1,2022-06-23,2y,jail-concurrent,,,
2024mbpc96_None_6_1,cc_355(a),2022-06-23,3y,jail-concurrent,,,
2024mbpc96_None_6_2,cc_355(a),2022-06-23,3y,jail-concurrent,,,
2024mbpc96_None_7_1,cc_95,2022-06-23,4y,jail-consecutive,,,
2024mbpc96_None_7_2,cc_95,2022-06-23,4y,jail-consecutive,,,
2024mbpc96_None_8_1,cc_95,2022-06-23,4y,jail-concurrent,,,
2024mbpc96_None_8_2,cc_95,2022-06-23,4y,jail-concurrent,,,
2024mbpc96_None_9_1,cc_95,2022-06-23,4y,jail-concurrent,,,
2024mbpc96_None_9_2,cc_95,2022-06-23,4y,jail-concurrent,,,
2024mbpc96_None_10_1,cc_95,2022-06-23,4y,jail-concurrent,,,
2024mbpc96_None_10_2,cc_95,2022-06-23,4y,jail-concurrent,,,
2024mbpc96_None_11_1,cc_92(2),2022-06-23,1y,jail-concurrent,,,
2024mbpc96_None_11_2,cc_92(2),2022-06-23,1y,jail-concurrent,,,
2024mbpc96_None_12_1,cc_117.01,2022-06-23,1y,jail-concurrent,,,
2024mbpc96_None_12_2,cc_117.01,2022-06-23,1y,jail-concurrent,,,
2024mbpc96_None_13_1,cc_145(5),2022-06-23,1y,jail-concurrent,,,
2024mbpc96_None_13_2,cc_145(5),2022-06-23,1y,jail-concurrent,,,
2024mbpc96_None_14_1,cc_145(5),2022-06-23,1d,jail-concurrent,,,
2024mbpc93_None_1,cc_239(1)(b),2023-03-18,1679d,jail-consecutive,3y-probation,,
2024mbpc68_None_1,cc_286.3(2),2021-07-01&2021-09-07,5y,jail-consecutive,,,
2024mbpc68_None_2,cc_163.1(3),2021-07-01&2021-09-07,1y,jail-consecutive,,,
2024mbpc68_None_3,cc_172.1,2021-07-01&2021-09-07,2y,jail-concurrent,,,
2024mbpc77_None_1,cc_348(1)(d),2022-07-16,5y,jail-consecutive,,,
2024mbpc77_None_2,cc_117.01,2022-07-16,1y,jail-concurrent,,,
2024mbpc77_None_3,cc_320.18,2022-07-16,6m,jail-concurrent,,,
2024mbpc77_None_4,cc_320.17,2022-07-22,1y,jail-consecutive,,,
2024mbpc77_None_5,cc_320.18,2022-07-22,6m,jail-concurrent,,,
2024mbpc77_None_6,cc_129,2022-07-27,1y,jail-consecutive,,,
2024mbpc84_None_1,cc_236(b),2023-11-11,3y,jail-consecutive,,,
2024mbpc84_None_2,cc_344(1)(b),2023-11-11,24m,jail-concurrent,,,
2024mbpc84_None_3,cc_91(2)_ycja,2023-11-26,9m,jail-concurrent,,,
2024mbpc82_None_1,cc_271#a,2005-01-01&2006-12-31,2y,jail-consecutive,,,
2024mbpc82_None_2,cc_271#a,2008-01-01&2008-06-18,2y,jail-consecutive,,,
2024mbpc82_None_3,cc_271#a,2007-09-01&2008-06-30,1y&6m&3d,jail-consecutive,,,
2024mbpc82_None_4,cc_271#a,2008-04-01&2011-11-30,2y,jail-consecutive,,,
